t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
3.212,68,1,deadband,-6.5,0.18,-0.3,0.1,-0.4,0.1,0.4,0.0,0.0,1,0,0,0,27.6,
3.257,69,1,deadband,-6.5,0.18,-0.5,0.2,-0.4,0.2,0.5,0.0,0.0,1,0,0,0,28.1,
3.309,70,1,deadband,-6.5,0.18,-0.4,0.2,-0.4,0.2,0.4,0.0,0.0,1,0,0,0,26.9,
3.352,71,1,deadband,-6.5,0.18,-0.3,0.2,-0.4,0.2,0.4,0.0,0.0,1,0,0,0,27.6,
3.403,72,1,deadband,-6.5,0.18,-0.3,0.3,-0.3,0.3,0.4,0.0,0.0,1,0,0,0,26.8,
3.446,73,1,deadband,-6.5,0.18,-0.3,0.0,-0.3,0.1,0.3,0.0,0.0,1,0,0,0,27.8,
3.494,74,1,deadband,-6.5,0.18,-0.3,0.2,-0.3,0.2,0.4,0.0,0.0,1,0,0,0,26.9,
3.536,75,1,deadband,-6.5,0.18,-0.3,0.2,-0.3,0.2,0.4,0.0,0.0,1,0,0,0,27.5,
3.591,76,1,deadband,-6.5,0.18,-0.2,0.2,-0.2,0.2,0.3,0.0,0.0,1,0,0,0,27.3,
3.637,77,1,deadband,-6.5,0.18,-0.3,0.2,-0.3,0.2,0.4,0.0,0.0,1,0,0,0,27.4,
3.688,78,1,deadband,-6.5,0.18,-0.2,0.2,-0.2,0.2,0.3,0.0,0.0,1,0,0,0,27.2,
3.733,79,1,deadband,-6.5,0.18,-0.3,0.1,-0.3,0.1,0.3,0.0,0.0,1,0,0,0,27.1,
3.784,80,1,deadband,-6.5,0.18,4.9,1.8,3.9,1.4,5.3,0.0,0.0,1,0,0,0,26.9,
3.832,81,1,deadband,-6.5,0.18,10.7,7.5,9.3,6.3,13.1,0.0,0.0,1,0,0,0,25.9,
3.884,82,1,deadband,-6.5,0.18,0.4,7.7,2.2,7.4,7.7,0.0,0.0,1,0,0,0,26.7,
3.927,83,1,deadband,-6.5,0.18,5.1,2.5,4.5,3.5,5.7,0.0,0.0,1,0,0,0,25.1,
3.972,84,0,tag_lost_countdown,-6.5,0.18,,,,,,,,,,,,,0.0
4.014,85,1,deadband,-6.5,0.18,-11.6,4.0,-8.4,3.9,12.3,0.0,0.0,1,0,0,0,27.1,
4.063,86,1,ibvs_active,-6.72,0.13,-17.0,2.9,-15.3,3.1,17.3,-0.214,-0.043,0,0,0,1,25.9,
4.108,87,1,ibvs_active,-8.72,-0.12,-51.0,5.4,-43.9,5.0,51.3,-2.0,-0.248,0,0,0,1,30.0,
4.157,88,1,ibvs_active,-10.72,0.0,-45.1,-4.3,-44.8,-2.4,45.3,-2.0,0.121,0,0,0,1,25.7,
4.199,89,0,tag_lost_countdown,-10.72,0.0,,,,,,,,,,,,,0.0
4.249,90,1,ibvs_active,-12.72,-0.17,-43.6,5.1,-43.9,3.6,43.9,-2.0,-0.179,0,0,0,1,22.7,
4.295,91,1,ibvs_active,-13.87,-0.46,-22.2,7.3,-26.5,6.6,23.3,-1.147,-0.285,0,0,0,1,24.2,
4.348,92,1,ibvs_active,-14.61,-0.68,-21.3,6.5,-22.4,6.5,22.3,-0.743,-0.217,0,0,0,1,21.3,
4.398,93,1,ibvs_active,-14.71,-0.73,-9.1,6.1,-11.7,6.2,11.0,-0.097,-0.051,0,0,0,1,30.4,
4.448,94,1,deadband,-14.71,-0.73,4.7,6.1,1.4,6.1,7.7,0.0,0.0,1,0,0,0,29.3,
4.491,95,1,deadband,-14.71,-0.73,11.2,2.8,9.3,3.5,11.6,0.0,0.0,1,0,0,0,29.4,
4.542,96,1,ibvs_active,-14.67,-0.74,11.2,2.7,10.8,2.9,11.5,0.031,-0.008,0,0,0,1,29.7,
4.588,97,1,ibvs_active,-14.63,-0.75,11.2,2.8,11.1,2.8,11.6,0.041,-0.01,0,0,0,1,29.9,
4.642,98,1,ibvs_active,-14.59,-0.76,11.2,2.7,11.2,2.7,11.5,0.042,-0.01,0,0,0,1,29.5,
4.687,99,1,ibvs_active,-14.55,-0.77,11.2,2.7,11.2,2.7,11.5,0.043,-0.01,0,0,0,1,29.8,
4.739,100,1,ibvs_active,-14.51,-0.78,11.2,2.6,11.2,2.7,11.5,0.043,-0.01,0,0,0,1,28.8,
4.784,101,1,ibvs_active,-14.46,-0.79,11.2,2.7,11.2,2.7,11.5,0.043,-0.01,0,0,0,1,29.6,
4.835,102,1,ibvs_active,-14.42,-0.8,11.3,2.7,11.3,2.7,11.6,0.044,-0.011,0,0,0,1,30.2,
4.880,103,1,ibvs_active,-14.37,-0.81,11.2,2.6,11.2,2.6,11.5,0.043,-0.01,0,0,0,1,29.3,
4.933,104,1,ibvs_active,-14.33,-0.82,11.2,2.7,11.2,2.7,11.5,0.042,-0.01,0,0,0,1,30.1,
4.977,105,1,ibvs_active,-14.29,-0.83,11.3,2.6,11.2,2.6,11.6,0.044,-0.01,0,0,0,1,28.7,
5.030,106,1,ibvs_active,-14.25,-0.84,11.2,2.7,11.2,2.7,11.5,0.043,-0.01,0,0,0,1,29.1,
5.074,107,1,ibvs_active,-14.2,-0.85,11.2,2.6,11.2,2.6,11.5,0.043,-0.01,0,0,0,1,29.6,
5.126,108,1,ibvs_active,-14.16,-0.86,11.2,2.7,11.2,2.7,11.5,0.043,-0.01,0,0,0,1,29.9,
5.174,109,1,ibvs_active,-14.12,-0.87,11.3,2.7,11.3,2.7,11.6,0.044,-0.011,0,0,0,1,28.8,
5.225,110,1,ibvs_active,-14.07,-0.88,11.2,2.7,11.2,2.7,11.6,0.044,-0.011,0,0,0,1,29.4,
5.269,111,1,ibvs_active,-14.03,-0.89,11.3,2.7,11.3,2.7,11.6,0.045,-0.011,0,0,0,1,29.4,
5.326,112,1,ibvs_active,-13.98,-0.9,11.3,2.6,11.3,2.6,11.6,0.046,-0.011,0,0,0,1,30.0,
5.372,113,1,ibvs_active,-13.94,-0.91,11.2,2.7,11.2,2.6,11.5,0.044,-0.01,0,0,0,1,28.9,
5.422,114,1,ibvs_active,-13.89,-0.92,11.3,2.6,11.3,2.6,11.6,0.044,-0.01,0,0,0,1,28.5,
5.468,115,1,ibvs_active,-13.86,-0.92,11.0,0.6,11.1,1.0,11.0,0.031,-0.003,0,0,0,1,29.9,
5.517,116,1,ibvs_active,-13.49,-0.91,19.9,-1.4,18.1,-0.9,20.0,0.37,0.019,0,0,0,1,29.1,
5.561,117,1,ibvs_active,-13.16,-0.89,17.5,-0.7,17.6,-0.8,17.5,0.336,0.015,0,0,0,1,29.7,
5.613,118,1,deadband,-13.16,-0.89,3.5,-10.3,6.3,-8.4,10.9,0.0,0.0,1,0,0,0,26.2,
5.654,119,0,tag_lost_countdown,-13.16,-0.89,,,,,,,,,,,,,0.0
5.709,120,1,ibvs_active,-13.34,-0.6,-13.2,-16.8,-9.3,-15.1,21.4,-0.181,0.293,0,0,0,1,29.6,
5.755,121,1,ibvs_active,-14.06,-0.07,-22.4,-14.4,-19.8,-14.6,26.7,-0.722,0.532,0,0,0,1,29.2,
5.806,122,1,ibvs_active,-14.74,0.29,-20.8,-9.6,-20.6,-10.6,23.0,-0.682,0.351,0,0,0,1,29.3,
5.851,123,1,ibvs_active,-15.38,0.63,-20.0,-10.8,-20.1,-10.8,22.7,-0.644,0.345,0,0,0,1,27.7,
5.898,124,0,tag_lost_countdown,-15.38,0.63,,,,,,,,,,,,,0.0
5.949,125,1,ibvs_active,-15.58,0.65,-14.0,1.1,-15.2,-1.3,14.0,-0.199,0.016,0,0,0,1,29.4,
6.002,126,1,ibvs_active,-15.73,0.64,-13.8,1.4,-14.1,0.8,13.9,-0.145,-0.009,0,0,0,1,29.1,
6.047,127,1,ibvs_active,-15.86,0.63,-13.9,1.1,-13.9,1.1,13.9,-0.137,-0.011,0,0,0,1,29.6,
6.097,128,1,ibvs_active,-16.0,0.61,-13.9,1.3,-13.9,1.3,14.0,-0.138,-0.013,0,0,0,1,29.9,
6.141,129,1,ibvs_active,-16.16,0.55,-13.6,6.1,-13.7,5.1,14.9,-0.158,-0.059,0,0,0,1,29.3,
6.191,130,1,ibvs_active,-16.33,0.48,-13.5,6.4,-13.5,6.2,15.0,-0.165,-0.075,0,0,0,1,28.6,
6.234,131,0,tag_lost_countdown,-16.33,0.48,,,,,,,,,,,,,0.0
6.283,132,1,ibvs_active,-16.39,0.27,-2.6,17.1,-4.8,14.9,17.3,-0.068,-0.213,0,0,0,1,29.5,
6.327,133,1,deadband,-16.39,0.27,-6.9,5.3,-6.5,7.2,8.7,0.0,0.0,1,0,0,0,28.7,
6.382,134,0,tag_lost_countdown,-16.39,0.27,,,,,,,,,,,,,0.0
6.425,135,1,ibvs_active,-17.71,0.08,-33.7,3.1,-28.3,3.9,33.9,-1.313,-0.182,0,0,0,1,28.6,
6.476,136,1,ibvs_active,-19.69,0.13,-42.5,-2.2,-39.6,-1.0,42.5,-1.982,0.048,0,0,0,1,28.6,
6.521,137,1,ibvs_active,-21.68,0.05,-39.9,2.4,-39.8,1.7,39.9,-1.991,-0.086,0,0,0,1,27.6,
6.573,138,1,ibvs_active,-23.19,-0.01,-27.8,0.9,-30.2,1.1,27.8,-1.511,-0.054,0,0,0,1,22.5,
6.618,139,1,ibvs_active,-23.49,-0.05,-13.6,3.0,-16.9,2.6,13.9,-0.3,-0.046,0,0,0,1,27.5,
6.669,140,0,tag_lost_countdown,-23.49,-0.05,,,,,,,,,,,,,0.0
6.716,141,1,ibvs_active,-23.28,-0.08,23.5,1.4,15.4,1.7,23.5,0.212,-0.023,0,0,0,1,27.8,
6.770,142,1,ibvs_active,-21.99,-0.15,31.5,1.5,28.3,1.6,31.5,1.295,-0.072,0,0,0,1,28.6,
6.815,143,1,ibvs_active,-20.44,-0.23,31.5,1.6,30.9,1.6,31.6,1.544,-0.078,0,0,0,1,27.3,
6.864,144,1,ibvs_active,-18.87,-0.3,31.6,1.6,31.5,1.6,31.7,1.575,-0.078,0,0,0,1,28.1,
6.910,145,1,ibvs_active,-17.77,-0.37,25.2,1.6,26.5,1.6,25.3,1.094,-0.067,0,0,0,1,27.6,
6.967,146,1,ibvs_active,-17.63,-0.39,10.9,1.8,14.0,1.8,11.1,0.145,-0.018,0,0,0,1,22.6,
7.010,147,0,tag_lost_countdown,-17.63,-0.39,,,,,,,,,,,,,0.0
7.062,148,1,ibvs_active,-17.76,-0.32,-19.4,-8.4,-12.7,-6.3,21.1,-0.132,0.066,0,0,0,1,27.5,
7.107,149,1,ibvs_active,-18.18,-0.16,-19.4,-7.3,-18.0,-7.1,20.7,-0.422,0.167,0,0,0,1,27.8,
7.158,150,1,ibvs_active,-18.69,0.05,-19.4,-7.9,-19.1,-7.8,20.9,-0.507,0.206,0,0,0,1,29.2,
7.203,151,1,ibvs_active,-19.21,0.26,-19.3,-7.6,-19.3,-7.7,20.8,-0.517,0.206,0,0,0,1,27.4,
7.253,152,1,ibvs_active,-19.67,0.47,-18.1,-8.5,-18.3,-8.3,20.0,-0.462,0.21,0,0,0,1,28.5,
7.298,153,1,ibvs_active,-19.73,0.49,-9.7,-2.7,-11.4,-3.8,10.1,-0.059,0.02,0,0,0,1,27.7,
7.347,154,0,tag_lost_countdown,-19.73,0.49,,,,,,,,,,,,,0.0
7.395,155,1,ibvs_active,-20.54,0.6,-26.6,-3.2,-23.6,-3.3,26.8,-0.812,0.114,0,0,0,1,29.0,
7.444,156,1,ibvs_active,-22.42,0.6,-41.1,0.8,-37.6,-0.0,41.1,-1.881,0.001,0,0,0,1,29.0,
7.491,157,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.0
7.538,158,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.05
7.578,159,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.09
7.625,160,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.13
7.667,161,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.18
7.719,162,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.22
7.762,163,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.27
7.806,164,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.32
7.849,165,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.37
7.897,166,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.41
7.937,167,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.45
7.985,168,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.49
8.028,169,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.54
8.075,170,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.58
8.115,171,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.63
8.159,172,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.67
8.200,173,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.71
8.247,174,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.76
8.290,175,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.8
8.338,176,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.85
8.378,177,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.89
8.427,178,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.93
8.472,179,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,0.99
8.518,180,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.03
8.559,181,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.07
8.605,182,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.11
8.646,183,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.16
8.692,184,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.2
8.735,185,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.25
8.781,186,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.29
8.821,187,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.34
8.866,188,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.38
8.910,189,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.42
8.958,190,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.47
8.997,191,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.51
9.047,192,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.55
9.089,193,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.6
9.136,194,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.64
9.175,195,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.69
9.222,196,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.73
9.263,197,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.78
9.311,198,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.82
9.353,199,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.87
9.398,200,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.91
9.440,201,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,1.95
9.488,202,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.0
9.529,203,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.04
9.575,204,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.08
9.615,205,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.13
9.661,206,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.17
9.704,207,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.22
9.750,208,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.26
9.795,209,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.31
9.840,210,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.35
9.880,211,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.4
9.927,212,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.44
9.972,213,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.48
10.018,214,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.53
10.060,215,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.57
10.106,216,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.62
10.148,217,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.66
10.194,218,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.7
10.235,219,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.75
10.280,220,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.79
10.319,221,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.84
10.365,222,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.88
10.405,223,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.92
10.450,224,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,2.96
10.491,225,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.01
10.535,226,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.05
10.575,227,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.09
10.619,228,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.13
10.661,229,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.18
10.708,230,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.22
10.750,231,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.26
10.795,232,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.31
10.836,233,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.35
10.881,234,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.39
10.923,235,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.44
10.970,236,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.48
11.009,237,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.53
11.057,238,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.57
11.096,239,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.61
11.140,240,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.65
11.186,241,0,tag_lost_countdown,-22.42,0.6,,,,,,,,,,,,,3.7
