t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
7.762,154,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.73
7.815,155,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.78
7.867,156,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.83
7.914,157,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.88
7.970,158,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.93
8.018,159,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.99
8.079,160,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.04
8.124,161,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.1
8.176,162,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.14
8.225,163,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.19
8.281,164,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.25
8.330,165,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.3
8.382,166,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.35
8.431,167,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.4
8.483,168,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.45
8.535,169,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.5
8.590,170,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.55
8.639,171,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.61
8.692,172,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.66
8.741,173,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.71
8.793,174,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.76
8.840,175,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.81
8.893,176,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.86
8.939,177,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.91
8.991,178,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.96
9.041,179,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.01
9.097,180,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.06
9.145,181,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.11
9.196,182,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.16
9.246,183,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.21
9.298,184,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.26
9.346,185,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.32
9.401,186,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.36
9.451,187,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.42
9.509,188,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.47
9.559,189,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.53
9.615,190,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.58
9.664,191,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.63
9.716,192,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.68
9.764,193,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.73
9.817,194,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.78
9.865,195,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.83
9.921,196,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.88
9.973,197,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.94
10.026,198,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.99
10.074,199,0,chasing,0.0,0.0,,,,,,,,,,,,,
10.131,200,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.0
10.179,201,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.06
10.232,202,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.1
10.279,203,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.16
10.337,204,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.2
10.383,205,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.26
10.436,206,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.31
10.483,207,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.36
10.533,208,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.41
10.582,209,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.46
10.633,210,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.51
10.682,211,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.56
10.734,212,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.61
10.780,213,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.66
10.834,214,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.71
10.880,215,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.76
10.932,216,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.81
10.981,217,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.86
11.035,218,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.91
11.081,219,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.96
11.134,220,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.01
11.181,221,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.06
11.233,222,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.11
11.281,223,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.16
11.333,224,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.21
11.387,225,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.26
11.439,226,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.31
11.484,227,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.36
11.537,228,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.41
11.583,229,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.46
11.637,230,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.51
11.683,231,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.56
11.736,232,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.61
11.784,233,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.66
11.836,234,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.71
11.884,235,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.76
11.938,236,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.81
11.985,237,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.86
12.036,238,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.91
12.084,239,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.96
12.133,240,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.01
12.178,241,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.06
12.231,242,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.1
12.280,243,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.16
12.332,244,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.21
12.379,245,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.26
12.433,246,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.3
12.485,247,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.36
12.538,248,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.41
12.588,249,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.46
12.641,250,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.51
12.688,251,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.57
12.742,252,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.61
12.793,253,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.67
12.845,254,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.72
12.891,255,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.77
12.945,256,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.82
12.992,257,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.87
13.048,258,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.92
13.094,259,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,2.97
13.148,260,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.02
13.197,261,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.07
13.249,262,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.12
13.297,263,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.17
13.352,264,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.22
13.401,265,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.28
13.453,266,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.33
13.503,267,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.38
13.558,268,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.43
13.605,269,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.48
13.659,270,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.53
13.705,271,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.59
13.759,272,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.63
13.806,273,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.69
13.857,274,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.73
13.911,275,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.78
13.963,276,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.84
14.011,277,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.89
14.065,278,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.94
14.113,279,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,3.99
14.170,280,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.04
14.218,281,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.1
14.271,282,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.14
14.317,283,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.2
14.370,284,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.24
14.416,285,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.3
14.469,286,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.34
14.516,287,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.39
14.573,288,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.44
14.620,289,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.5
14.673,290,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.55
14.721,291,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.6
14.773,292,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.65
14.822,293,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.7
14.879,294,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.75
14.926,295,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.8
14.977,296,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.85
15.026,297,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.9
15.077,298,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,4.95
15.127,299,0,chasing,0.0,0.0,,,,,,,,,,,,,
15.178,300,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.0
15.226,301,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.05
15.279,302,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.1
15.324,303,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.15
15.382,304,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.2
15.430,305,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.26
15.483,306,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.3
15.530,307,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.36
15.583,308,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.4
15.634,309,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.46
15.686,310,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.51
15.734,311,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.56
15.787,312,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.61
15.837,313,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.66
15.888,314,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.71
15.935,315,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.76
15.988,316,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.81
16.036,317,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.86
16.089,318,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.91
16.139,319,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,0.96
16.193,320,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.01
16.241,321,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.07
16.297,322,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.11
16.344,323,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.17
16.395,324,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.22
16.445,325,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.27
16.497,326,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.32
16.546,327,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.37
16.597,328,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.42
16.645,329,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,1.47
