image,run,status,tag_id,conf,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,qw,qx,qy,qz,eu_px,ev_px
frame_000154.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000154.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000154.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000156.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000156.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000156.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000156.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000156.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000158.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000158.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000158.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000158.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000158.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000160.jpg,1,DETECTED,0,86.8,-0.1810,-0.0879,0.4746,-7.02,8.51,-179.94,-0.0050,-0.0740,-0.0611,0.9954,-189.0,-91.4
frame_000160.jpg,1,DETECTED,2,82.1,0.0472,0.1110,0.3319,81.09,-52.44,174.09,-0.2870,0.3187,-0.1541,0.6378,+75.0,+178.0
frame_000160.jpg,2,DETECTED,0,86.8,-0.1810,-0.0879,0.4746,-7.02,8.51,-179.94,-0.0050,-0.0740,-0.0611,0.9954,-189.0,-91.4
frame_000160.jpg,2,DETECTED,2,82.1,0.0472,0.1110,0.3319,81.09,-52.44,174.09,-0.2870,0.3187,-0.1541,0.6378,+75.0,+178.0
frame_000160.jpg,3,DETECTED,0,86.8,-0.1810,-0.0879,0.4746,-7.02,8.51,-179.94,-0.0050,-0.0740,-0.0611,0.9954,-189.0,-91.4
frame_000160.jpg,3,DETECTED,2,82.1,0.0472,0.1110,0.3319,81.09,-52.44,174.09,-0.2870,0.3187,-0.1541,0.6378,+75.0,+178.0
frame_000160.jpg,4,DETECTED,0,86.8,-0.1810,-0.0879,0.4746,-7.02,8.51,-179.94,-0.0050,-0.0740,-0.0611,0.9954,-189.0,-91.4
frame_000160.jpg,4,DETECTED,2,82.1,0.0472,0.1110,0.3319,81.09,-52.44,174.09,-0.2870,0.3187,-0.1541,0.6378,+75.0,+178.0
frame_000160.jpg,5,DETECTED,0,86.8,-0.1810,-0.0879,0.4746,-7.02,8.51,-179.94,-0.0050,-0.0740,-0.0611,0.9954,-189.0,-91.4
frame_000160.jpg,5,DETECTED,2,82.1,0.0472,0.1110,0.3319,81.09,-52.44,174.09,-0.2870,0.3187,-0.1541,0.6378,+75.0,+178.0
frame_000162.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000162.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000162.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000162.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000162.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000164.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000164.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000164.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000164.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000164.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000166.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000166.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000166.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000166.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000166.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000168.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000168.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000168.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000168.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000168.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000170.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000170.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000170.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000170.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000170.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000172.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000172.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000172.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000172.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000172.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000174.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000174.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000174.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000174.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000174.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000176.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000176.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000176.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000176.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000176.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000178.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000178.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000178.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000178.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000178.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000180.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000180.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000180.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000180.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000180.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000182.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000182.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000182.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000182.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000182.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000184.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000184.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000184.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000184.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000184.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000186.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000186.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000186.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000186.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000186.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000188.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000188.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000188.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000188.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000188.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000190.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000190.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000190.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000190.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000190.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000192.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000192.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000192.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000192.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000192.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000194.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000194.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000194.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000194.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000194.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000196.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000196.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000196.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000196.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000196.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000198.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000198.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000198.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000198.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000198.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000200.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000200.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000200.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000200.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000200.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000202.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000202.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000202.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000202.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000202.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000204.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000204.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000204.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000204.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000204.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000206.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000206.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000206.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000206.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000206.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000208.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000208.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000208.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000208.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000208.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000210.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000210.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000210.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000210.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000210.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000212.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000212.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000212.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000212.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000212.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000214.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000214.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000214.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000214.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000214.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000216.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000216.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000216.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000216.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000216.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000218.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000218.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000218.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000218.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000218.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000220.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000220.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000220.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000220.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000220.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000222.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000222.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000222.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000222.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000222.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000224.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000224.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000224.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000224.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000224.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000226.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000226.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000226.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000226.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000226.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000228.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000228.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000228.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000228.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000228.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000230.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000230.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000230.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000230.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000230.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000232.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000232.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000232.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000232.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000232.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000234.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000234.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000234.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000234.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000234.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000236.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000236.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000236.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000236.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000236.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000238.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000238.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000238.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000238.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000238.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000240.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000240.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000240.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000240.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000240.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000242.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000242.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000242.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000242.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000242.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000244.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000244.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000244.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000244.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000244.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000246.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000246.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000246.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000246.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000246.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000248.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000248.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000248.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000248.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000248.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000250.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000250.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000250.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000250.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000250.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000252.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000252.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000252.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000252.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000252.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000254.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000254.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000254.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000254.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000254.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000256.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000256.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000256.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000256.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000256.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000258.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000258.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000258.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000258.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000258.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000260.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000260.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000260.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000260.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000260.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000262.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000262.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000262.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000262.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000262.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000264.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000264.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000264.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000264.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000264.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000266.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000266.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000266.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000266.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000266.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000268.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000268.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000268.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000268.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000268.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000270.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000270.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000270.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000270.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000270.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000272.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000272.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000272.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000272.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000272.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000274.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000274.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000274.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000274.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000274.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000276.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000276.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000276.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000276.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000276.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000278.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000278.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000278.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000278.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000278.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000280.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000280.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000280.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000280.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000280.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000282.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000282.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000282.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000282.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000282.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000284.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000284.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000284.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000284.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000284.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000286.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000286.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000286.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000286.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000286.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000288.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000288.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000288.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000288.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000288.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000290.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000290.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000290.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000290.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000290.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000292.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000292.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000292.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000292.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000292.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000294.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000294.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000294.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000294.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000294.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000296.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000296.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000296.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000296.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000296.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000298.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000298.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000298.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000298.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000298.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000300.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000300.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000300.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000300.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000300.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000302.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000302.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000302.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000302.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000302.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
frame_000304.jpg,1,NOT DETECTED,,,,,,,,,,,,,,
frame_000304.jpg,2,NOT DETECTED,,,,,,,,,,,,,,
frame_000304.jpg,3,NOT DETECTED,,,,,,,,,,,,,,
frame_000304.jpg,4,NOT DETECTED,,,,,,,,,,,,,,
frame_000304.jpg,5,NOT DETECTED,,,,,,,,,,,,,,
