t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,steer_ff,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
10.820,237,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.58
10.868,238,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.62
10.909,239,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.67
10.958,240,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.71
10.997,241,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.76
11.043,242,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.8
11.084,243,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.84
11.130,244,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.88
11.171,245,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.93
11.218,246,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,2.97
11.259,247,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.02
11.304,248,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.06
11.345,249,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.1
11.390,250,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.14
11.430,251,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.19
11.477,252,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.23
11.514,253,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.28
11.557,254,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.31
11.597,255,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.36
11.643,256,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.4
11.682,257,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.44
11.728,258,0,tag_lost_countdown,11.34,-0.19,,,,,,,,,,,,,,3.48
11.769,259,1,ibvs_active,9.34,0.79,-244.2,-26.2,-154.3,-19.5,245.6,-2.0,0.974,0.0,0,0,0,1,30.1,
11.812,260,1,ibvs_active,7.34,1.91,-240.8,-23.2,-223.5,-22.5,241.9,-2.0,1.123,0.0,0,0,0,1,30.9,
11.853,261,1,ibvs_active,5.34,3.18,-238.7,-26.0,-235.6,-25.3,240.1,-2.0,1.263,0.0,0,0,0,1,31.6,
11.898,262,1,ibvs_active,3.34,4.35,-240.7,-23.0,-239.7,-23.4,241.8,-2.0,1.171,0.0,0,0,0,1,31.5,
11.936,263,1,ibvs_active,1.34,4.66,-214.7,-1.9,-219.7,-6.2,214.7,-2.0,0.309,0.0,0,0,0,1,30.6,
11.980,264,0,tag_lost_countdown,1.34,4.66,,,,,,,,,,,,,,0.0
12.018,265,0,tag_lost_countdown,1.34,4.66,,,,,,,,,,,,,,0.04
12.063,266,0,tag_lost_countdown,1.34,4.66,,,,,,,,,,,,,,0.08
12.106,267,1,ibvs_active,-0.66,3.65,-145.5,26.7,-160.3,20.1,147.9,-2.0,-1.007,0.0,0,0,0,1,28.4,
12.153,268,1,ibvs_active,-2.66,2.38,-145.5,26.6,-148.5,25.3,147.9,-2.0,-1.265,0.0,0,0,0,1,28.9,
12.196,269,1,ibvs_active,-4.66,1.06,-145.4,26.8,-146.0,26.5,147.9,-2.0,-1.324,0.0,0,0,0,1,28.0,
12.241,270,1,ibvs_active,-6.66,-0.3,-129.0,27.3,-132.4,27.1,131.8,-2.0,-1.356,0.0,0,0,0,1,21.7,
12.278,271,0,tag_lost_countdown,-6.66,-0.3,,,,,,,,,,,,,,0.0
12.320,272,0,tag_lost_countdown,-6.66,-0.3,,,,,,,,,,,,,,0.04
12.360,273,0,tag_lost_countdown,-6.66,-0.3,,,,,,,,,,,,,,0.08
12.408,274,1,ibvs_active,-8.66,0.04,-52.6,-15.1,-68.5,-6.7,54.7,-2.0,0.333,0.0,0,0,0,1,30.1,
12.450,275,1,ibvs_active,-10.66,0.7,-52.5,-14.9,-55.7,-13.3,54.6,-2.0,0.663,0.0,0,0,0,1,31.4,
12.499,276,1,ibvs_active,-12.66,1.45,-52.6,-15.3,-53.2,-14.9,54.7,-2.0,0.746,0.0,0,0,0,1,31.7,
12.539,277,1,ibvs_active,-14.42,2.16,-30.7,-14.1,-35.2,-14.2,33.8,-1.76,0.712,0.0,0,0,0,1,26.0,
12.587,278,1,ibvs_active,-14.69,2.43,-7.0,-12.9,-12.7,-13.2,14.7,-0.262,0.274,0.0,0,0,0,1,22.7,
12.638,279,1,deadband,-14.69,2.43,2.5,-2.3,-0.5,-4.5,3.4,0.0,0.0,0.0,1,0,0,0,32.5,
12.682,280,1,ibvs_active,-14.52,2.42,18.3,2.8,14.6,1.3,18.6,0.168,-0.015,0.0,0,0,0,1,25.3,
12.724,281,1,ibvs_active,-14.15,2.36,18.9,2.9,18.0,2.6,19.1,0.369,-0.053,0.0,0,0,0,1,32.5,
12.772,282,1,ibvs_active,-13.29,2.21,25.5,4.8,24.0,4.3,25.9,0.86,-0.155,0.0,0,0,0,1,32.3,
12.819,283,1,ibvs_active,-12.32,2.04,25.4,4.5,25.1,4.5,25.8,0.971,-0.173,0.0,0,0,0,1,31.7,
12.866,284,1,ibvs_active,-11.35,1.86,25.0,4.7,25.0,4.6,25.5,0.967,-0.178,0.0,0,0,0,1,32.0,
12.907,285,1,ibvs_active,-10.43,1.68,24.4,4.8,24.5,4.8,24.9,0.919,-0.178,0.0,0,0,0,1,27.1,
12.956,286,1,ibvs_active,-10.29,1.62,10.6,5.2,13.4,5.1,11.8,0.144,-0.055,0.0,0,0,0,1,32.6,
12.996,287,1,deadband,-10.29,1.62,-0.6,4.8,2.2,4.9,4.9,0.0,0.0,0.0,1,0,0,0,32.8,
13.041,288,1,deadband,-10.29,1.62,-1.7,5.2,-0.9,5.1,5.5,0.0,0.0,0.0,1,0,0,0,31.6,
13.082,289,1,deadband,-10.29,1.62,-3.1,5.2,-2.7,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.8,
13.131,290,1,deadband,-10.29,1.62,-3.1,5.1,-3.0,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.5,
13.172,291,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.2,
13.220,292,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.0,
13.262,293,1,deadband,-10.29,1.62,-3.1,5.1,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,31.9,
13.309,294,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.3,
13.351,295,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,31.5,
13.398,296,1,deadband,-10.29,1.62,-3.2,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.9,
13.440,297,1,deadband,-10.29,1.62,-3.2,5.2,-3.2,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.8,
13.489,298,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.5,
13.530,299,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.2,
13.578,300,1,deadband,-10.29,1.62,-3.1,5.3,-3.1,5.3,6.1,0.0,0.0,0.0,1,0,0,0,31.9,
13.618,301,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.6,
13.672,302,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.3,
13.715,303,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.2,
13.764,304,1,deadband,-10.29,1.62,-3.1,5.3,-3.1,5.3,6.1,0.0,0.0,0.0,1,0,0,0,32.7,
13.806,305,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.2,
13.854,306,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.8,
13.896,307,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.9,
13.943,308,1,deadband,-10.29,1.62,-3.2,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.1,
13.987,309,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.3,
14.034,310,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.6,
14.075,311,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.4,
14.123,312,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.8,
14.164,313,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,31.6,
14.212,314,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.1,
14.253,315,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.6,
14.301,316,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.1,0.0,0.0,0.0,1,0,0,0,32.4,
14.353,317,1,deadband,-10.29,1.62,-3.1,5.2,-3.1,5.2,6.0,0.0,0.0,0.0,1,0,0,0,32.6,
14.399,318,1,deadband,-10.29,1.62,-1.1,5.3,-1.5,5.2,5.4,0.0,0.0,0.0,1,0,0,0,21.5,
14.438,319,1,deadband,-10.29,1.62,8.6,-0.9,6.5,0.3,8.6,0.0,0.0,0.0,1,0,0,0,26.7,
14.483,320,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.0
14.528,321,1,deadband,-10.29,1.62,-3.8,10.2,-1.7,8.2,10.9,0.0,0.0,0.0,1,0,0,0,32.9,
14.574,322,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.0
14.610,323,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.05
14.657,324,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.08
14.699,325,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.13
14.747,326,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.17
14.788,327,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.22
14.834,328,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.26
14.875,329,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.31
14.922,330,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.35
14.962,331,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.39
15.007,332,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.43
15.048,333,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.48
15.094,334,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.52
15.136,335,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.57
15.182,336,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.61
15.221,337,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.65
15.267,338,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.69
15.309,339,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.74
15.353,340,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.78
15.398,341,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.82
15.449,342,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.87
15.490,343,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.92
15.536,344,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,0.96
15.575,345,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.01
15.628,346,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.05
15.672,347,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.1
15.719,348,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.14
15.761,349,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.19
15.813,350,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.23
15.856,351,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.29
15.904,352,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.33
15.946,353,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.38
15.993,354,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.42
16.036,355,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.47
16.087,356,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.51
16.131,357,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.56
16.178,358,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.6
16.220,359,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.65
16.266,360,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.69
16.308,361,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.74
16.357,362,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.78
16.398,363,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.83
16.447,364,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.87
16.488,365,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.92
16.536,366,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,1.96
16.578,367,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.01
16.625,368,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.05
16.665,369,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.1
16.712,370,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.14
16.753,371,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.18
16.799,372,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.23
16.840,373,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.27
16.886,374,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.31
16.928,375,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.36
16.976,376,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.4
17.020,377,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.45
17.066,378,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.49
17.108,379,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.54
17.155,380,0,tag_lost_countdown,-10.29,1.62,,,,,,,,,,,,,,2.58
17.202,381,1,ibvs_active,-8.29,1.68,158.3,-3.5,126.3,-1.1,158.4,2.0,0.056,0.0,0,0,0,1,31.4,
17.251,382,1,ibvs_active,-6.29,1.41,155.1,7.1,149.4,5.4,155.3,2.0,-0.272,0.0,0,0,0,1,31.8,
17.291,383,0,tag_lost_countdown,-6.29,1.41,,,,,,,,,,,,,,0.0
17.338,384,1,ibvs_active,-4.29,1.23,139.1,3.1,141.2,3.5,139.2,2.0,-0.177,0.0,0,0,0,1,32.3,
17.381,385,0,tag_lost_countdown,-4.29,1.23,,,,,,,,,,,,,,0.0
17.427,386,1,ibvs_active,-2.29,1.03,117.1,4.1,121.9,4.0,117.1,2.0,-0.198,0.0,0,0,0,1,34.4,
17.467,387,1,ibvs_active,-0.29,0.82,96.1,4.3,101.3,4.2,96.2,2.0,-0.211,0.0,0,0,0,1,33.7,
17.513,388,1,ibvs_active,1.71,0.61,93.1,4.4,94.8,4.3,93.2,2.0,-0.217,0.0,0,0,0,1,33.6,
17.555,389,1,ibvs_active,3.71,0.37,79.0,4.8,82.1,4.7,79.1,2.0,-0.235,0.0,0,0,0,1,23.2,
17.604,390,1,ibvs_active,5.71,0.12,51.7,5.2,57.8,5.1,52.0,2.0,-0.254,0.0,0,0,0,1,27.2,
17.648,391,1,ibvs_active,7.71,-0.16,35.9,5.6,40.3,5.5,36.3,2.0,-0.273,0.0,0,0,0,1,23.7,
17.696,392,0,tag_lost_countdown,7.71,-0.16,,,,,,,,,,,,,,0.0
17.741,393,1,deadband,7.71,-0.16,-3.7,-10.5,5.1,-7.3,11.1,0.0,0.0,0.0,1,0,0,0,33.4,
17.789,394,0,tag_lost_countdown,7.71,-0.16,,,,,,,,,,,,,,0.0
17.831,395,1,ibvs_active,7.19,0.11,-24.7,-10.3,-18.8,-9.7,26.8,-0.522,0.269,0.0,0,0,0,1,32.8,
17.881,396,1,ibvs_active,6.26,0.51,-24.8,-10.3,-23.6,-10.2,26.9,-0.928,0.401,0.0,0,0,0,1,32.1,
17.924,397,1,ibvs_active,5.25,0.94,-24.7,-10.2,-24.5,-10.2,26.8,-1.014,0.423,0.0,0,0,0,1,32.5,
17.970,398,1,ibvs_active,4.2,1.37,-24.8,-10.4,-24.8,-10.3,26.9,-1.044,0.436,0.0,0,0,0,1,32.6,
18.011,399,1,ibvs_active,3.27,1.78,-23.3,-10.3,-23.6,-10.3,25.5,-0.931,0.406,0.0,0,0,0,1,32.3,
18.068,400,1,ibvs_active,2.88,2.02,-14.7,-10.3,-16.5,-10.3,18.0,-0.39,0.243,0.0,0,0,0,1,22.1,
18.109,401,1,deadband,2.88,2.02,-3.2,1.3,-5.8,-1.0,3.4,0.0,0.0,0.0,1,0,0,0,32.2,
18.156,402,1,deadband,2.88,2.02,3.8,0.4,1.8,0.1,3.8,0.0,0.0,0.0,1,0,0,0,31.2,
18.198,403,1,deadband,2.88,2.02,4.9,6.1,4.3,4.9,7.9,0.0,0.0,0.0,1,0,0,0,31.9,
18.247,404,1,deadband,2.88,2.02,4.9,6.2,4.8,6.0,8.0,0.0,0.0,0.0,1,0,0,0,31.6,
18.291,405,1,deadband,2.88,2.02,5.1,6.1,5.0,6.0,7.9,0.0,0.0,0.0,1,0,0,0,31.8,
18.338,406,1,ibvs_active,2.97,1.97,12.7,6.8,11.2,6.6,14.4,0.083,-0.05,0.0,0,0,0,1,31.4,
18.380,407,1,ibvs_active,3.04,1.87,6.7,12.5,7.6,11.3,14.2,0.069,-0.103,0.0,0,0,0,1,31.0,
18.427,408,1,deadband,3.04,1.87,3.7,8.6,4.5,9.2,9.4,0.0,0.0,0.0,1,0,0,0,32.5,
18.469,409,0,tag_lost_countdown,3.04,1.87,,,,,,,,,,,,,,0.0
18.513,410,0,tag_lost_countdown,3.04,1.87,,,,,,,,,,,,,,0.04
18.552,411,0,tag_lost_countdown,3.04,1.87,,,,,,,,,,,,,,0.09
18.594,412,0,tag_lost_countdown,3.04,1.87,,,,,,,,,,,,,,0.12
18.634,413,1,deadband,3.04,1.87,2.2,3.3,2.7,4.4,3.9,0.0,0.0,0.0,1,0,0,0,30.3,
18.680,414,1,ibvs_active,3.04,1.82,1.7,13.3,1.9,11.5,13.4,0.008,-0.047,0.0,0,0,0,1,26.9,
18.719,415,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.0
18.766,416,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.04
18.807,417,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.09
18.851,418,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.13
18.891,419,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.17
18.934,420,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.21
18.971,421,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.25
19.013,422,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.29
19.053,423,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.34
19.097,424,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.37
19.133,425,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.42
19.175,426,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.45
19.213,427,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.5
19.255,428,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.53
19.292,429,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.58
19.340,430,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.62
19.383,431,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.66
19.429,432,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.7
19.466,433,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.75
19.509,434,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.79
19.560,435,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.84
19.604,436,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.88
19.644,437,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.92
19.690,438,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,0.97
19.735,439,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.01
19.780,440,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.05
19.820,441,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.1
19.865,442,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.14
19.902,443,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.18
19.954,444,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.22
19.995,445,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.27
20.041,446,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.32
20.080,447,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.36
20.126,448,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.4
20.164,449,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.45
20.208,450,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.49
20.249,451,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.53
20.294,452,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.57
20.331,453,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.61
20.380,454,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.65
20.420,455,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.7
20.465,456,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.74
20.504,457,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.79
20.548,458,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.82
20.592,459,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.87
20.638,460,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.91
20.677,461,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,1.96
20.723,462,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.0
20.761,463,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.04
20.812,464,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.08
20.858,465,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.13
20.904,466,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.18
20.945,467,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.22
20.989,468,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.27
21.028,469,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.31
21.072,470,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.35
21.115,471,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.39
21.158,472,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.43
21.197,473,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.48
21.242,474,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.52
21.282,475,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.56
21.326,476,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.6
21.367,477,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.65
21.411,478,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.69
21.450,479,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.73
21.496,480,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.77
21.535,481,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.82
21.578,482,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.86
21.618,483,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.9
21.669,484,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.94
21.709,485,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,2.99
21.755,486,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.03
21.792,487,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.07
21.838,488,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.11
21.881,489,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.16
21.926,490,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.2
21.966,491,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.25
22.012,492,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.29
22.052,493,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.33
22.097,494,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.37
22.137,495,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.42
22.181,496,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.46
22.220,497,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.5
22.264,498,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.54
22.308,499,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.58
22.353,500,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.63
22.393,501,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.67
22.439,502,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.71
22.478,503,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.76
22.530,504,0,tag_lost_countdown,3.04,1.82,,,,,,,,,,,,,,3.8
22.572,505,1,ibvs_active,1.04,1.28,-123.0,10.6,-98.0,10.8,123.4,-2.0,-0.541,0.0,0,0,0,1,27.9,
